loc_x,loc_y,mag_x,mag_y,mag_z
41,9.7,-39.72180896,-20.27335,-45.12876866
,,,,
41,10.9,-30.41188741,-6.676737556,-58.71182889
,,,,
41,12.1,-34.61525735,-4.41124875,-31.79487574
,,,,
41,13.3,-17.16667721,22.99599265,-41.28173088
,,,,
41,14.5,-21.12470154,-2.250389638,-69.34019615
,,,,
41,15.7,-29.03497059,1.66770711,-57.75187132
,,,,
41,16.9,-11.64335083,4.103446439,-61.67378485
,,,,
41,18.1,-36.07170597,-4.774930448,-49.4817
,,,,
41,19.3,-28.38119699,-6.019649699,-50.32934812
,,,,
41,20.5,-8.278019023,17.93887444,-56.3296
,,,,
41,21.7,-19.05311805,15.48007218,-67.96611278
,,,,
41,22.9,-10.74283918,17.59135373,-23.01083731
,,,,
41,24.1,-35.96220956,-9.383009559,-42.09367868
,,,,
41,25.3,-6.504923778,-30.54995852,-61.44465481
,,,,
41,26.5,-30.87721504,-0.213623015,-61.11313459
,,,,
41,27.7,-32.40119254,5.813416493,-55.11868433
,,,,
41,28.9,-16.30446992,7.243037594,-43.01780451
,,,,
41,30.1,-39.49949185,3.598406667,-25.89252963
,,,,
41,31.3,-32.85688074,7.300799333,-48.56214741
,,,,
41,32.5,-20.24948162,16.11342721,-62.74029191
,,,,
41,33.7,-21.89859254,-7.559830448,-52.79580672
,,,,
41,34.9,-31.57264265,-1.101078503,-52.53304118
,,,,
41,36.1,-35.39268897,7.471769044,-55.00466985
,,,,
41,37.3,-27.75366618,14.62944044,-34.32056691
,,,,
41,38.5,-11.59523212,26.36600511,-41.55283358
,,,,
41,39.7,-7.446979051,6.349928175,-57.78921314
,,,,
41,40.9,-30.94158271,-9.216513759,-32.15147895
,,,,
41,42.1,-39.43417299,13.71103796,-40.77168321
,,,,
41,43.3,-51.39082015,-3.330037164,-48.25948433
,,,,
41,44.5,-26.18173309,20.49909191,-35.06578456
,,,,
41,45.7,-27.19924394,-10.36724848,-37.84204015
,,,,
41.9,45.7,-41.89762782,16.01955038,-36.6443015
,,,,
41.9,44.5,-12.21985333,12.20859274,-32.28949481
,,,,
41.9,43.3,-20.84277687,-9.806595448,-56.6858306
,,,,
41.9,42.1,-7.762510224,15.51131269,-50.22236791
,,,,
41.9,40.9,-36.57934104,4.737387239,-41.37455672
,,,,
41.9,39.7,-32.61570222,3.27628763,-54.73932815
,,,,
41.9,38.5,-22.11321818,-9.583652273,-19.63869621
,,,,
41.9,37.3,-4.428490602,9.066426767,-50.03017218
,,,,
41.9,36.1,-25.54959701,-4.228335746,-49.96020299
,,,,
41.9,34.9,-27.47278571,6.836476391,-43.4116797
,,,,
41.9,33.7,-32.71623015,-12.22076029,-40.25292279
,,,,
41.9,32.5,-30.56024776,-7.305805672,-55.39181716
,,,,
41.9,31.3,-25.41238788,12.80910758,-35.27899318
,,,,
41.9,30.1,-41.61823259,4.667189111,-53.19694444
,,,,
41.9,28.9,-24.01047836,-10.75477261,-56.17247463
,,,,
41.9,27.7,-24.99667333,-2.876010741,-47.95883481
,,,,
41.9,26.5,-23.47071278,-13.08419549,-54.5900188
,,,,
41.9,25.3,-33.61453481,-4.108072593,-27.38689704
,,,,
41.9,24.1,-43.33485338,2.848299925,-28.37146015
,,,,
41.9,22.9,-31.29080296,2.238340301,-30.68052296
,,,,
41.9,21.7,-32.11092932,-11.1050712,-48.20153985
,,,,
41.9,20.5,-21.17353134,-13.35769925,-45.8318209
,,,,
41.9,19.3,-27.22303676,7.16639125,-53.89370809
,,,,
41.9,18.1,-15.80237209,-3.825816202,-59.46204729
,,,,
41.9,16.9,-47.41097574,-0.812810845,-6.212055221
,,,,
41.9,15.7,-26.96457481,0.126930653,-53.49955111
,,,,
41.9,14.5,-15.15785263,-2.050769744,-74.90652857
,,,,
41.9,13.3,-42.91614074,15.85955481,-32.40078148
,,,,
41.9,12.1,-22.66312388,-9.520048731,-54.50268731
,,,,
41.9,10.9,-32.81897985,-46.14270821,-25.02681567
,,,,
41.9,9.7,-20.31163435,-0.407782298,-57.2231626
,,,,
42.8,9.7,-42.27313259,2.659708881,-31.21450074
,,,,
42.8,10.9,-31.80046947,-4.797258397,-36.13876412
,,,,
42.8,12.1,-14.12045076,11.31995121,-34.91401061
,,,,
42.8,13.3,-36.20637353,8.877395074,-46.53989044
,,,,
42.8,14.5,-19.66083235,-13.09191103,-39.19855441
,,,,
42.8,15.7,0.201051725,89.86358433,-17.07481493
,,,,
42.8,16.9,-48.69806866,8.591495149,-50.37310075
,,,,
42.8,18.1,-19.47281791,-9.09756291,-35.722
,,,,
42.8,19.3,-16.43713561,-5.457467652,-43.76532955
,,,,
42.8,20.5,-27.83463669,4.118390863,-54.69774892
,,,,
42.8,21.7,-34.57552148,21.29787704,-25.82472
,,,,
42.8,22.9,-42.79438358,16.07477537,-51.38645373
,,,,
42.8,24.1,-19.71041533,-0.926052752,-61.0415927
,,,,
42.8,25.3,-33.15536544,-5.871009779,-57.10129412
,,,,
42.8,26.5,-31.79030429,-3.526927714,-51.042095
,,,,
42.8,27.7,-43.17809695,20.3185,-16.44993053
,,,,
42.8,28.9,-18.86895852,-4.637258815,-42.41314148
,,,,
42.8,30.1,-26.96555455,-5.210425227,-44.86183182
,,,,
42.8,31.3,-25.74809852,-9.907913926,-49.53476667
,,,,
42.8,32.5,-35.5880903,15.92324179,-44.05691791
,,,,
42.8,33.7,-17.42277111,25.91390741,-55.29284741
,,,,
42.8,34.9,-21.7184237,-15.12336963,-54.83984148
,,,,
42.8,36.1,-34.60509338,22.26508603,-34.39700662
,,,,
42.8,37.3,-40.89694851,-3.821552537,-24.23793582
,,,,
42.8,38.5,-39.26273669,-9.393298921,-33.72932878
,,,,
42.8,39.7,-18.44494234,-10.11364635,-28.27578613
,,,,
42.8,40.9,-30.16755333,-15.6537763,-49.10866889
,,,,
42.8,42.1,-38.26479635,6.517062336,-37.5154
,,,,
42.8,43.3,-20.98393134,-11.3539103,-32.04066791
,,,,
42.8,44.5,-26.14952985,14.73339851,-16.12061493
,,,,
42.8,45.7,-26.12360073,-8.445794891,-23.83754161
,,,,
43.7,45.7,-44.92348872,14.82984887,-45.69239925
,,,,
43.7,44.5,-40.21107279,4.508006985,-49.19545882
,,,,
43.7,43.3,-30.44923657,-17.26455448,-44.64529179
,,,,
43.7,42.1,-37.03604478,-16.70579552,-38.67886493
,,,,
43.7,40.9,-23.29937143,17.11918797,-10.08703511
,,,,
43.7,39.7,-21.58188507,7.84281209,-1.456497043
,,,,
43.7,38.5,-24.29766296,-3.731938444,-55.27922593
,,,,
43.7,37.3,-30.83656316,11.96052556,-48.77060226
,,,,
43.7,36.1,-27.96497895,-18.5621782,-55.14355414
,,,,
43.7,34.9,-28.39541691,4.082858971,-50.67770147
,,,,
43.7,33.7,-10.70791582,-13.71720672,-55.49520149
,,,,
43.7,32.5,-33.14704643,-7.904314357,-46.59835143
,,,,
43.7,31.3,-32.51449854,15.23390657,-38.03598394
,,,,
43.7,30.1,-22.52645821,19.38962537,-34.93260373
,,,,
43.7,28.9,-20.40689185,7.214784815,-63.2823363
,,,,
43.7,27.7,-27.17637594,17.16781429,-30.47318872
,,,,
43.7,26.5,-17.12436985,18.80382206,-37.23994632
,,,,
43.7,25.3,-25.20613897,42.05725074,-7.524389191
,,,,
43.7,24.1,-25.60579348,7.698843768,-61.86565145
,,,,
43.7,22.9,-23.22927537,-12.78762761,-64.10322015
,,,,
43.7,21.7,-11.30891977,21.46413308,-61.39772932
,,,,
43.7,20.5,-24.30881778,-10.49026044,-46.51120889
,,,,
43.7,19.3,-33.82217612,-5.223299851,-43.21246866
,,,,
43.7,18.1,-36.1713,-5.742297426,-35.30069412
,,,,
43.7,16.9,-27.08551493,13.62846716,-51.71183134
,,,,
43.7,15.7,-10.98589709,11.21986664,-36.05963507
,,,,
43.7,14.5,-35.75614779,-11.04824912,-18.57289706
,,,,
43.7,13.3,-29.70358667,9.83463763,-44.48862667
,,,,
43.7,12.1,-29.90819851,9.425126269,-49.91006791
,,,,
43.7,10.9,-34.27714889,1.995894637,-61.23425407
,,,,
43.7,9.7,-16.70594779,9.265148088,-44.21239485
,,,,
44.6,45.7,-23.75857778,-2.938306389,-46.02396852
,,,,
44.6,44.5,-31.91836389,7.900803241,-37.73739352
,,,,
44.6,43.3,-25.25985673,4.457605865,-22.67468077
,,,,
44.6,42.1,-25.88412075,9.754024623,-18.56643302
,,,,
44.6,40.9,-18.17106321,7.720962453,-17.35481415
,,,,
44.6,39.7,-31.18061415,1.58816634,-19.86812264
,,,,
44.6,38.5,-25.69772056,-12.40591028,-19.10391215
,,,,
44.6,37.3,-21.22374057,26.14876981,-41.31283585
,,,,
44.6,36.1,-11.33882547,12.64543302,-29.54320472
,,,,
44.6,34.9,-15.69574771,9.68585633,-26.36204954
,,,,
44.6,33.7,-15.6959781,-0.939447132,-22.41889619
,,,,
44.6,32.5,-25.15529706,16.81063137,-21.70187745
,,,,
44.6,31.3,-17.6432972,4.348085047,-20.91362991
,,,,
44.6,30.1,-36.7319783,4.791720189,-53.06859906
,,,,
44.6,28.9,-26.00444688,-2.554929609,-28.83242188
,,,,
44.6,27.7,-16.18488462,-5.687197231,-36.01358385
,,,,
44.6,26.5,-25.90515607,6.817099346,-42.22010654
,,,,
44.6,25.3,-17.54179815,-0.715891392,-38.3943787
,,,,
44.6,24.1,-24.36327864,3.188938447,-35.36568058
,,,,
44.6,22.9,-25.14582868,-0.801902451,-31.8627938
,,,,
44.6,21.7,-8.618016311,4.095399417,-30.64390194
,,,,
44.6,20.5,-23.71845631,11.28758272,-28.06715243
,,,,
44.6,19.3,-32.99674423,4.3282875,-62.09094712
,,,,
44.6,18.1,-18.82337333,15.59442095,-39.87544667
,,,,
44.6,16.9,-23.79616944,8.156415833,-19.10038611
,,,,
44.6,15.7,-25.14287477,2.555918224,-25.2865271
,,,,
44.6,14.5,-33.47615833,22.85016667,-37.66286111
,,,,
44.6,13.3,-24.15671802,3.414545315,-43.6272018
,,,,
44.6,12.1,-19.30324537,14.90681759,-12.79767222
,,,,
44.6,10.9,-19.99396019,13.60338056,-26.60942222
,,,,
44.6,9.7,-25.08195,2.201168654,-39.17187212
,,,,
45.5,9.7,-20.80700566,12.56740283,-35.02835094
,,,,
45.5,10.9,-17.52171204,0.557101173,-45.7124713
,,,,
45.5,12.1,-18.63965,-5.840315472,-33.03389623
,,,,
45.5,13.3,-20.40987597,-2.73319262,-23.12475814
,,,,
45.5,14.5,-27.02159524,14.24119048,-32.68067333
,,,,
45.5,15.7,-32.5428875,11.1229924,-34.83273654
,,,,
45.5,16.9,-27.19114953,-9.335098598,-65.94771869
,,,,
45.5,18.1,-18.33437885,-1.924558721,-52.2846125
,,,,
45.5,19.3,-24.14851262,-3.514306602,-48.90712718
,,,,
45.5,20.5,-19.42267048,10.64820171,-43.3383219
,,,,
45.5,21.7,-21.77131333,13.09446857,-33.21769238
,,,,
45.5,22.9,-33.27404206,13.97331402,-40.25273925
,,,,
45.5,24.1,-30.33934245,13.75040094,-23.82298868
,,,,
45.5,25.3,-21.08807455,9.102090455,-30.07499273
,,,,
45.5,26.5,-26.80688981,-2.408486741,-23.17391944
,,,,
45.5,27.7,-31.29203113,-4.658406887,-67.29382642
,,,,
45.5,28.9,-31.07696406,-4.286981406,-21.0376125
,,,,
45.5,30.1,-15.54352595,-7.45446626,-25.19306641
,,,,
45.5,31.3,-24.9995972,6.391564486,-13.69149439
,,,,
45.5,32.5,-26.17075676,2.740808198,-34.54587207
,,,,
45.5,33.7,-24.21868019,10.29870887,-40.82561038
,,,,
45.5,34.9,-29.87529048,4.558091238,-36.93205429
,,,,
45.5,36.1,-14.56020467,-9.859346449,-73.10108224
,,,,
45.5,37.3,-19.34155391,-3.060090938,-37.36801563
,,,,
45.5,38.5,-9.642070748,8.632539346,-73.1953486
,,,,
45.5,39.7,-28.26141429,6.946809196,-29.99513571
,,,,
45.5,40.9,-19.44851016,-5.337154844,-13.56959297
,,,,
45.5,42.1,-11.19727754,-6.373302615,-40.70039154
,,,,
45.5,43.3,-24.1424729,-0.536410467,-11.28722374
,,,,
45.5,44.5,-24.6144019,15.05168476,-33.73535429
,,,,
45.5,45.7,-22.85352885,4.100726058,-46.31963942
,,,,
46.4,45.7,-7.788696476,10.635902,-28.7414419
,,,,
46.4,44.5,-30.27574857,8.261806,-37.01650286
,,,,
46.4,43.3,-29.60733178,0.760215793,-20.4734271
,,,,
46.4,42.1,-27.03174907,7.7064225,-14.68184907
,,,,
46.4,40.9,-14.89024095,-1.380659185,-21.26635333
,,,,
46.4,39.7,-35.00271019,17.83611296,-30.9078787
,,,,
46.4,38.5,-22.7325,5.02201283,-43.49471792
,,,,
46.4,37.3,-19.96718145,1.864758919,-51.43229516
,,,,
46.4,36.1,-21.98551442,0.705220318,-43.60745962
,,,,
46.4,34.9,-30.97994259,0.62453677,-45.32524537
,,,,
46.4,33.7,-19.71311748,18.22141165,-59.67424175
,,,,
46.4,32.5,9.899636697,26.71405688,-35.22888899
,,,,
46.4,31.3,-28.23536509,18.28043302,-21.15435472
,,,,
46.4,30.1,-21.07750192,-1.698934115,-42.22877596
,,,,
46.4,28.9,-12.8906844,4.913134404,-42.12603578
,,,,
46.4,27.7,-36.59863178,4.845963551,-35.54775234
,,,,
46.4,26.5,-12.00488868,8.226574717,-49.6418566
,,,,
46.4,25.3,-21.88372981,18.47943077,-28.31925577
,,,,
46.4,24.1,-19.09392157,15.81187647,-17.01899412
,,,,
46.4,22.9,-22.60699817,12.50560826,-41.80814037
,,,,
46.4,21.7,-29.90862453,12.27254528,-25.76417453
,,,,
46.4,20.5,-13.40376505,13.81064369,-49.97003301
,,,,
46.4,19.3,-26.09744286,5.626830571,-43.56680476
,,,,
46.4,18.1,-35.38145429,11.7966099,-29.65682
,,,,
46.4,16.9,-21.01536729,2.802084486,-26.44915047
,,,,
47.3,16.9,-20.19174818,7.352822,-38.18144727
,,,,
47.3,18.1,-32.69410667,-0.62561027,-22.9509619
,,,,
47.3,19.3,-20.64136168,-6.21084,-21.81296168
,,,,
47.3,20.5,-17.47918942,10.90247558,-17.67318462
,,,,
47.3,21.7,-28.02547477,5.637708598,-28.92665514
,,,,
47.3,22.9,-29.65184673,6.215389907,-15.15172523
,,,,
47.3,24.1,-24.11423619,12.43392667,-54.31613714
,,,,
47.3,25.3,-10.38472925,5.712630943,-38.32214245
,,,,
47.3,26.5,8.267035538,-13.31203692,-39.22436
,,,,
47.3,27.7,-17.58234953,4.130269159,-44.58946449
,,,,
47.3,28.9,-20.12613774,-0.683507057,-11.00039453
,,,,
47.3,30.1,-26.06567048,13.33821619,-38.97872381
,,,,
47.3,31.3,-11.30465755,-11.6427717,-67.14676226
,,,,
47.3,32.5,-25.73548473,-5.804536565,-34.55233817
,,,,
47.3,33.7,-7.436413333,15.12745185,-56.3352787
,,,,
47.3,34.9,-18.48403269,-2.442565,-29.41000481
,,,,
47.3,36.1,-17.18795514,6.22907972,-47.5230729
,,,,
47.3,37.3,-17.86145534,5.26826699,-50.89027767
,,,,
47.3,38.5,-23.0835283,-0.54373124,-23.52345472
,,,,
47.3,39.7,-30.00609154,-4.201789462,-38.05229
,,,,
47.3,40.9,-16.87797547,20.78535283,-52.59847642
,,,,
47.3,42.1,-7.496571389,8.63265963,-29.21573704
,,,,
47.3,43.3,-28.54061359,-1.684821981,-51.20516602
,,,,
47.3,44.5,-34.95236016,-3.752828047,-29.16725313
,,,,
47.3,45.7,-20.4636155,-6.509517829,-49.36430078
,,,,
48.2,45.7,-32.58429528,15.31249434,-50.67172075
,,,,
48.2,44.5,-31.2475514,6.081996449,-24.91856542
,,,,
48.2,43.3,-13.01829615,1.381419165,-74.12967788
,,,,
48.2,42.1,-18.13007238,16.21432952,-28.28539238
,,,,
48.2,40.9,-37.26343028,4.523811101,-31.76822385
,,,,
48.2,39.7,-27.09139538,-3.020699846,-38.39401077
,,,,
48.2,38.5,-31.30608,9.889963524,-39.47250667
,,,,
48.2,37.3,-30.15111429,10.46435181,-61.70424476
,,,,
48.2,36.1,-17.74772018,9.556228807,-45.40174771
,,,,
48.2,34.9,-17.7959875,15.60984423,-25.49257788
,,,,
48.2,33.7,-20.99641111,7.657721944,-43.54082315
,,,,
48.2,32.5,-17.72750381,15.79315905,-30.21182667
,,,,
48.2,31.3,-24.87699815,10.30760556,-21.24924907
,,,,
48.2,30.1,-32.02284118,5.732202941,-15.55896765
,,,,
48.2,28.9,-31.48765714,9.407826667,-26.18893524
,,,,
48.2,27.7,-11.68121068,-0.020132973,-32.95130777
,,,,
48.2,26.5,-22.60853524,16.23710571,-33.7780781
,,,,
48.2,25.3,-29.83523333,7.85473019,-39.75690762
,,,,
48.2,24.1,-20.00038462,11.13869327,-40.21777885
,,,,
48.2,22.9,-9.134176408,0.036961993,-32.63566505
,,,,
48.2,21.7,-12.32669519,-13.70164231,-65.3987875
,,,,
48.2,20.5,-21.75700481,16.78048846,-33.94654038
,,,,
48.2,19.3,-16.06003148,2.817450963,-32.78048704
,,,,
48.2,18.1,-12.16886091,-11.80103909,-51.85065727
,,,,
48.2,16.9,-24.85927963,-0.900988995,-14.51678611
,,,,
49.1,16.9,-33.11811545,-2.030140745,-64.13986364
,,,,
49.1,18.1,-19.11914623,4.005849623,-17.45576792
,,,,
49.1,19.3,-27.18425714,15.67994667,-28.90696476
,,,,
49.1,20.5,-0.348707711,16.22626635,-61.44523654
,,,,
49.1,21.7,-33.61735048,12.10106667,-34.10380762
,,,,
49.1,22.9,-29.63753636,5.680347636,-41.35924273
,,,,
49.1,24.1,-33.10536762,2.753296095,-40.28016571
,,,,
49.1,25.3,-22.47996698,-0.213407239,-29.44257925
,,,,
49.1,26.5,-31.06593774,-1.750182689,-31.64476792
,,,,
49.1,27.7,-12.94932243,-3.741825888,-37.78395047
,,,,
49.1,28.9,-28.97396952,11.61574571,-25.86454476
,,,,
49.1,30.1,-11.00827651,4.127179633,-49.28037431
,,,,
49.1,31.3,-21.77346923,12.07449135,-23.30237308
,,,,
49.1,32.5,-22.662,13.46190865,-42.41849519
,,,,
49.1,33.7,15.89577723,10.11749842,-29.02593663
,,,,
49.1,34.9,-19.83291509,6.902730566,-8.837199906
,,,,
49.1,36.1,-15.23784818,11.18268091,-40.84326455
,,,,
49.1,37.3,-26.53743962,-0.032158688,-32.47368302
,,,,
49.1,38.5,-34.18996822,-3.536939922,-34.21991705
,,,,
49.1,39.7,-17.69934393,-0.577138665,-28.60996355
,,,,
49.1,40.9,-15.76471048,2.949392667,-26.4195019
,,,,
49.1,42.1,-17.26543774,-3.655545189,-50.39970943
,,,,
49.1,43.3,-25.69403905,11.58192905,-36.19319714
,,,,
49.1,44.5,-0.751348941,14.93773269,-68.84832308
,,,,
49.1,45.7,-38.88678224,16.84672804,-51.42222336
,,,,
50,45.7,-18.92892963,-7.782504907,-35.76522037
,,,,
50,44.5,-24.69258624,-12.61735321,-22.83867156
,,,,
50,43.3,-15.16509519,-5.682857212,-53.80738077
,,,,
50,42.1,-24.64052778,-11.36690611,-18.91684352
,,,,
50,40.9,-1.396884017,0.386001156,-54.02058788
,,,,
50,39.7,-26.82635047,15.01920561,-30.72566916
,,,,
50,38.5,-7.976957596,8.874863365,-70.33327788
,,,,
50,37.3,-19.91742524,2.436338981,-29.71750777
,,,,
50,36.1,-22.40026091,13.87470091,-24.29034091
,,,,
50,34.9,-19.75275421,1.876418028,-18.21563458
,,,,
50,33.7,0.136701651,25.68730374,-55.18801402
,,,,
50,32.5,-16.10265846,-6.142460692,-30.36320462
,,,,
50,31.3,-28.9514283,5.929651698,-37.80618774
,,,,
50,30.1,-22.93936698,14.90594717,-23.24340189
,,,,
50,28.9,-17.56473462,10.53446375,-46.91550769
,,,,
50,27.7,-29.02784579,6.072498224,-27.35199065
,,,,
50,26.5,-21.59877358,19.22881698,-37.1744434
,,,,
50,25.3,-16.43138496,3.924465398,-8.640632655
,,,,
50,24.1,-22.38441942,7.11960301,-38.58822913
,,,,
50,22.9,-18.00948286,17.11591429,-44.71824762
,,,,
50,21.7,-30.69239252,13.47852991,-16.40250748
,,,,
50,20.5,-31.18120196,3.207143039,-39.67738824
,,,,
50,19.3,-18.94356762,8.933424381,-40.2230819
,,,,
50,18.1,-20.5619219,2.917698667,-63.14877143
,,,,
50,16.9,-18.75378972,12.63421589,-27.65727944